Sol	Hybrid Local Solar Time	SCLK	UTC	Solar longitude (deg)	Solar azimuth (deg)	Solar elevation (deg)	Sun distance (AU)
613	0613:11:54:27	180783725	2005-09-23 21.37.49	293,77	8,19	81,81	1,4133
614	0614:11:54:57	180872531	2005-09-24 22.17.55	294,39	8,07	81,93	1,4142
615	0615:11:55:27	180961336	2005-09-25 22.58.01	295,02	7,95	82,05	1,4151
616	0616:11:55:56	181050140	2005-09-26 23.38.07	295,64	7,83	82,17	1,4160
617	0617:11:56:25	181138945	2005-09-28 00.18.11	296,26	7,70	82,30	1,4170
618	0618:11:56:52	181227748	2005-09-29 00.58.15	296,88	7,58	82,42	1,4180
619	0619:11:57:20	181316546	2005-09-30 01.38.18	297,50	7,45	82,55	1,4189
620	0620:11:57:47	181405346	2005-10-01 02.18.22	298,11	7,31	82,69	1,4199
621	0621:11:58:14	181494147	2005-10-02 02.58.24	298,73	7,18	82,82	1,4209
622	0622:11:58:40	181582949	2005-10-03 03.38.26	299,35	7,04	82,96	1,4219
623	0623:11:59:05	181671750	2005-10-04 04.18.27	299,96	6,90	83,10	1,4229
624	0624:11:59:31	181760551	2005-10-05 04.58.29	300,58	6,76	83,24	1,4239
625	0625:11:59:55	181849351	2005-10-06 05.38.29	301,19	6,62	83,38	1,4249
626	0626:12:00:19	181938150	2005-10-07 06.18.29	301,80	6,47	83,53	1,4260
627	0627:12:00:42	182026949	2005-10-08 06.58.28	302,42	6,32	83,68	1,4270
628	0628:12:01:05	182115747	2005-10-09 07.38.27	303,03	6,17	83,83	1,4281
629	0629:12:01:27	182204545	2005-10-10 08.18.25	303,64	6,02	83,98	1,4291
630	0630:12:01:50	182293342	2005-10-11 08.58.23	304,24	5,86	84,14	1,4302
631	0631:12:02:11	182382139	2005-10-12 09.38.20	304,85	5,71	84,29	1,4313
632	0632:12:02:32	182470934	2005-10-13 10.18.17	305,46	5,55	84,45	1,4324
633	0633:12:02:52	182559731	2005-10-14 10.58.13	306,07	5,39	84,61	1,4335
634	0634:12:03:12	182648525	2005-10-15 11.38.09	306,67	5,23	84,77	1,4346
635	0635:12:03:31	182737319	2005-10-16 12.18.03	307,28	5,06	84,94	1,4357
636	0636:12:03:49	182826114	2005-10-17 12.57.58	307,88	4,89	85,11	1,4368
637	0637:12:04:08	182914907	2005-10-18 13.37.52	308,48	4,73	85,27	1,4379
638	0638:12:04:25	183003700	2005-10-19 14.17.45	309,08	4,56	85,44	1,4391
639	0639:12:04:42	183092492	2005-10-20 14.57.37	309,68	4,38	85,62	1,4402
640	0640:12:04:59	183181283	2005-10-21 15.37.30	310,29	4,21	85,79	1,4414
641	0641:12:05:15	183270074	2005-10-22 16.17.22	310,88	4,04	85,96	1,4425
642	0642:12:05:30	183358866	2005-10-23 16.57.12	311,48	3,86	86,14	1,4437
643	0643:12:05:45	183447656	2005-10-24 17.37.03	312,08	3,68	86,32	1,4449
644	0644:12:06:00	183536445	2005-10-25 18.16.54	312,67	3,50	86,50	1,4460
645	0645:12:06:13	183625234	2005-10-26 18.56.43	313,27	3,32	86,68	1,4472
646	0646:12:06:26	183714022	2005-10-27 19.36.31	313,86	3,14	86,86	1,4484
647	0647:12:06:39	183802810	2005-10-28 20.16.20	314,46	2,95	87,05	1,4496
648	0648:12:06:51	183891597	2005-10-29 20.56.07	315,05	2,76	87,24	1,4508
649	0649:12:07:03	183980384	2005-10-30 21.35.54	315,64	2,58	87,42	1,4520
650	0650:12:07:14	184069170	2005-10-31 22.15.41	316,23	2,39	87,61	1,4532
651	0651:12:07:25	184157955	2005-11-01 22.55.27	316,82	2,20	87,80	1,4545
652	0652:12:07:35	184246741	2005-11-02 23.35.14	317,40	2,01	87,99	1,4557
653	0653:12:07:45	184335525	2005-11-04 00.14.59	317,99	1,81	88,19	1,4569
654	0654:12:07:53	184424309	2005-11-05 00.54.43	318,58	1,62	88,38	1,4582
655	0655:12:08:02	184513093	2005-11-06 01.34.27	319,16	1,42	88,58	1,4594
656	0656:12:08:10	184601876	2005-11-07 02.14.11	319,75	1,23	88,77	1,4607
657	0657:12:08:18	184690659	2005-11-08 02.53.54	320,33	1,03	88,97	1,4619
658	0658:12:08:26	184779441	2005-11-09 03.33.37	320,91	0,83	89,17	1,4632
659	0659:12:08:32	184868222	2005-11-10 04.13.19	321,49	0,63	89,37	1,4644
660	0660:12:08:38	184957003	2005-11-11 04.53.00	322,07	0,43	89,57	1,4657
661	0661:12:08:43	185045784	2005-11-12 05.32.41	322,65	0,23	89,77	1,4670
662	0662:12:08:49	185134564	2005-11-13 06.12.22	323,23	0,02	89,98	1,4683
663	0663:12:08:53	185223343	2005-11-14 06.52.01	323,81	0,18	89,82	1,4695
664	0664:12:08:57	185312122	2005-11-15 07.31.40	324,38	0,38	89,62	1,4708
665	0665:12:09:00	185400900	2005-11-16 08.11.19	324,96	0,59	89,41	1,4721
666	0666:12:09:04	185489679	2005-11-17 08.50.58	325,53	0,80	89,20	1,4734
667	0667:12:09:07	185578456	2005-11-18 09.30.36	326,10	1,00	89,00	1,4747
668	0668:12:09:09	185667232	2005-11-19 10.10.14	326,67	1,21	88,79	1,4760
669	0669:12:09:11	185756009	2005-11-20 10.49.51	327,25	1,42	88,58	1,4773
670	0670:12:09:12	185844786	2005-11-21 11.29.28	327,82	1,63	88,37	1,4786
671	0671:12:09:13	185933561	2005-11-22 12.09.03	328,38	1,84	88,16	1,4799
672	0672:12:09:13	186022337	2005-11-23 12.48.39	328,95	2,06	87,94	1,4812
673	0673:12:09:14	186111111	2005-11-24 13.28.15	329,52	2,27	87,73	1,4826
674	0674:12:09:13	186199885	2005-11-25 14.07.50	330,08	2,48	87,52	1,4839
675	0675:12:09:12	186288660	2005-11-26 14.47.23	330,65	2,69	87,31	1,4852
676	0676:12:09:10	186377432	2005-11-27 15.26.57	331,21	2,91	87,09	1,4865
677	0677:12:09:09	186466205	2005-11-28 16.06.31	331,78	3,12	86,88	1,4878
678	0678:12:09:07	186554978	2005-11-29 16.46.04	332,34	3,34	86,66	1,4892
679	0679:12:09:04	186643750	2005-11-30 17.25.36	332,90	3,56	86,44	1,4905
680	0680:12:09:02	186732522	2005-12-01 18.05.09	333,46	3,77	86,23	1,4918
681	0681:12:08:58	186821293	2005-12-02 18.44.41	334,02	3,99	86,01	1,4932
682	0682:12:08:54	186910063	2005-12-03 19.24.12	334,57	4,21	85,79	1,4945
683	0683:12:08:49	186998834	2005-12-04 20.03.42	335,13	4,43	85,57	1,4958
684	0684:12:08:45	187087604	2005-12-05 20.43.13	335,69	4,64	85,36	1,4972
685	0685:12:08:40	187176374	2005-12-06 21.22.44	336,24	4,86	85,14	1,4985
686	0686:12:08:35	187265143	2005-12-07 22.02.13	336,80	5,08	84,92	1,4999
687	0687:12:08:29	187353911	2005-12-08 22.41.42	337,35	5,30	84,70	1,5012
688	0688:12:08:23	187442680	2005-12-09 23.21.11	337,90	5,52	84,48	1,5025
689	0689:12:08:17	187531448	2005-12-11 00.00.40	338,45	5,74	84,26	1,5039
690	0690:12:08:09	187620216	2005-12-12 00.40.08	339,00	5,96	84,04	1,5052
691	0691:12:08:02	187708983	2005-12-13 01.19.35	339,55	6,18	83,82	1,5066
692	0692:12:07:54	187797750	2005-12-14 01.59.03	340,10	6,41	83,59	1,5079
693	0693:12:07:47	187886516	2005-12-15 02.38.30	340,64	6,63	83,37	1,5092
694	0694:12:07:38	187975283	2005-12-16 03.17.57	341,19	6,85	83,15	1,5106
695	0695:12:07:30	188064048	2005-12-17 03.57.24	341,73	7,07	82,93	1,5119
696	0696:12:07:20	188152814	2005-12-18 04.36.49	342,28	7,29	82,71	1,5133
697	0697:12:07:11	188241579	2005-12-19 05.16.15	342,82	7,52	82,48	1,5146
698	0698:12:07:02	188330355	2005-12-20 05.55.40	343,36	7,74	82,26	1,5160
699	0699:12:06:51	188419119	2005-12-21 06.35.05	343,90	7,96	82,04	1,5173
700	0700:12:06:41	188507884	2005-12-22 07.14.29	344,45	8,18	81,82	1,5187
701	0701:12:06:30	188596648	2005-12-23 07.53.54	344,98	8,41	81,59	1,5200
702	0702:12:06:20	188685412	2005-12-24 08.33.18	345,52	8,63	81,37	1,5213
703	0703:12:06:08	188774175	2005-12-25 09.12.42	346,06	8,85	81,15	1,5227
704	0704:12:05:57	188862938	2005-12-26 09.52.05	346,60	9,07	80,93	1,5240
705	0705:12:05:44	188951701	2005-12-27 10.31.28	347,13	9,30	80,70	1,5253
706	0706:12:05:33	189040464	2005-12-28 11.10.51	347,67	9,52	80,48	1,5267
707	0707:12:05:20	189129226	2005-12-29 11.50.14	348,20	9,74	80,26	1,5280
708	0708:12:05:08	189217988	2005-12-30 12.29.36	348,73	9,97	80,03	1,5294
709	0709:12:04:55	189306750	2005-12-31 13.08.57	349,26	10,19	79,81	1,5307
710	0710:12:04:41	189395511	2006-01-01 13.48.18	349,79	10,41	79,59	1,5320
711	0711:12:04:28	189484272	2006-01-02 14.27.39	350,32	10,63	79,37	1,5333
712	0712:12:04:14	189573033	2006-01-03 15.07.01	350,85	10,86	79,14	1,5347
713	0713:12:04:00	189661793	2006-01-04 15.46.21	351,38	11,08	78,92	1,5360
714	0714:12:03:45	189750554	2006-01-05 16.25.41	351,91	11,30	78,70	1,5373
715	0715:12:03:31	189839314	2006-01-06 17.05.02	352,43	11,52	78,48	1,5386
716	0716:12:03:16	189928074	2006-01-07 17.44.22	352,96	11,75	78,25	1,5399
717	0717:12:03:01	190016834	2006-01-08 18.23.42	353,48	11,97	78,03	1,5413
718	0718:12:02:46	190105592	2006-01-09 19.03.01	354,01	12,19	77,81	1,5426
719	0719:12:02:30	190194352	2006-01-10 19.42.20	354,53	12,41	77,59	1,5439
720	0720:12:02:15	190283111	2006-01-11 20.21.40	355,05	12,63	77,37	1,5452
721	0721:12:01:58	190371869	2006-01-12 21.00.58	355,57	12,85	77,15	1,5465
722	0722:12:01:43	190460628	2006-01-13 21.40.17	356,09	13,07	76,93	1,5478
723	0723:12:01:26	190549385	2006-01-14 22.19.36	356,61	13,30	76,70	1,5491
724	0724:12:01:10	190638144	2006-01-15 22.58.54	357,13	13,52	76,48	1,5504
725	0725:12:00:52	190726902	2006-01-16 23.38.11	357,64	13,74	76,26	1,5517
726	0726:12:00:36	190815659	2006-01-18 00.17.30	358,16	13,96	76,04	1,5530
727	0727:12:00:18	190904417	2006-01-19 00.56.47	358,68	14,17	75,83	1,5542
728	0728:12:00:01	190993173	2006-01-20 01.36.04	359,19	14,39	75,61	1,5555
729	0729:11:59:44	191081931	2006-01-21 02.15.22	359,70	14,61	75,39	1,5568
730	0730:11:59:25	191170687	2006-01-22 02.54.38	0,22	14,83	75,17	1,5581
731	0731:11:59:08	191259444	2006-01-23 03.33.55	0,73	15,05	74,95	1,5593
732	0732:11:58:49	191348200	2006-01-24 04.13.12	1,24	15,27	74,73	1,5606
733	0733:11:58:31	191436957	2006-01-25 04.52.28	1,75	15,48	74,52	1,5619
734	0734:11:58:12	191525712	2006-01-26 05.31.44	2,26	15,70	74,30	1,5631
735	0735:11:57:54	191614468	2006-01-27 06.11.00	2,77	15,92	74,08	1,5644
736	0736:11:57:35	191703225	2006-01-28 06.50.17	3,28	16,13	73,87	1,5656
737	0737:11:57:16	191791980	2006-01-29 07.29.32	3,79	16,35	73,65	1,5668
738	0738:11:56:57	191880735	2006-01-30 08.08.48	4,29	16,56	73,44	1,5681
739	0739:11:56:38	191969490	2006-01-31 08.48.03	4,80	16,78	73,22	1,5693
740	0740:11:56:19	192058246	2006-02-01 09.27.19	5,30	16,99	73,01	1,5705
741	0741:11:55:59	192147000	2006-02-02 10.06.34	5,81	17,21	72,79	1,5718
742	0742:11:55:40	192235756	2006-02-03 10.45.49	6,31	17,42	72,58	1,5730
743	0743:11:55:19	192324510	2006-02-04 11.25.03	6,81	17,63	72,37	1,5742
744	0744:11:55:00	192413265	2006-02-05 12.04.19	7,32	17,84	72,16	1,5754
745	0745:11:54:39	192502019	2006-02-06 12.43.33	7,82	18,06	71,94	1,5766
746	0746:11:54:19	192590773	2006-02-07 13.22.47	8,32	18,27	71,73	1,5778
747	0747:11:53:59	192679527	2006-02-08 14.02.02	8,82	18,48	71,52	1,5790
748	0748:11:53:39	192768281	2006-02-09 14.41.17	9,31	18,69	71,31	1,5802
749	0749:11:53:18	192857035	2006-02-10 15.20.31	9,81	18,90	71,10	1,5814
750	0750:11:52:57	192945789	2006-02-11 15.59.44	10,31	19,11	70,89	1,5825
751	0751:11:52:37	193034543	2006-02-12 16.38.58	10,81	19,32	70,68	1,5837
752	0752:11:52:16	193123296	2006-02-13 17.18.13	11,30	19,52	70,48	1,5849
753	0753:11:51:55	193212050	2006-02-14 17.57.26	11,80	19,73	70,27	1,5860
754	0754:11:51:34	193300830	2006-02-15 18.36.40	12,29	19,94	70,06	1,5872
755	0755:11:51:13	193389584	2006-02-16 19.15.53	12,78	20,14	69,86	1,5883
756	0756:11:50:51	193478338	2006-02-17 19.55.06	13,28	20,35	69,65	1,5895
757	0757:11:50:31	193567092	2006-02-18 20.34.21	13,77	20,55	69,45	1,5906
758	0758:11:50:09	193655846	2006-02-19 21.13.34	14,26	20,76	69,24	1,5917
759	0759:11:49:48	193744599	2006-02-20 21.52.47	14,75	20,96	69,04	1,5929
760	0760:11:49:26	193833353	2006-02-21 22.32.00	15,24	21,16	68,84	1,5940
761	0761:11:49:05	193922106	2006-02-22 23.11.13	15,73	21,37	68,63	1,5951
762	0762:11:48:44	194010861	2006-02-23 23.50.27	16,22	21,57	68,43	1,5962
763	0763:11:48:22	194099614	2006-02-25 00.29.40	16,71	21,77	68,23	1,5973
764	0764:11:48:00	194188367	2006-02-26 01.08.52	17,19	21,97	68,03	1,5984
765	0765:11:47:38	194277121	2006-02-27 01.48.05	17,68	22,17	67,83	1,5995
766	0766:11:47:17	194365874	2006-02-28 02.27.18	18,17	22,36	67,64	1,6005
767	0767:11:46:54	194454627	2006-03-01 03.06.31	18,65	22,56	67,44	1,6016
768	0768:11:46:33	194543380	2006-03-02 03.45.44	19,14	22,76	67,24	1,6027
769	0769:11:46:10	194632133	2006-03-03 04.24.56	19,62	22,96	67,04	1,6037
770	0770:11:45:49	194720886	2006-03-04 05.04.09	20,11	23,15	66,85	1,6048
771	0771:11:45:26	194809639	2006-03-05 05.43.21	20,59	23,35	66,65	1,6058
772	0772:11:45:05	194898392	2006-03-06 06.22.34	21,07	23,54	66,46	1,6068
773	0773:11:44:43	194987145	2006-03-07 07.01.47	21,55	23,73	66,27	1,6079
774	0774:11:44:21	195075898	2006-03-08 07.41.00	22,03	23,93	66,07	1,6089
775	0775:11:43:59	195164651	2006-03-09 08.20.12	22,51	24,12	65,88	1,6099
776	0776:11:43:36	195253404	2006-03-10 08.59.24	22,99	24,31	65,69	1,6109
777	0777:11:43:15	195342157	2006-03-11 09.38.37	23,47	24,50	65,50	1,6119
778	0778:11:42:52	195430910	2006-03-12 10.17.50	23,95	24,69	65,31	1,6129
779	0779:11:42:30	195519663	2006-03-13 10.57.02	24,43	24,88	65,12	1,6139
780	0780:11:42:08	195608415	2006-03-14 11.36.15	24,91	25,06	64,94	1,6148
781	0781:11:41:46	195697168	2006-03-15 12.15.27	25,38	25,25	64,75	1,6158
782	0782:11:41:23	195785921	2006-03-16 12.54.39	25,86	25,44	64,56	1,6168
783	0783:11:41:02	195874674	2006-03-17 13.33.53	26,34	25,62	64,38	1,6177
784	0784:11:40:40	195963427	2006-03-18 14.13.05	26,81	25,81	64,19	1,6187
785	0785:11:40:17	196052180	2006-03-19 14.52.17	27,29	25,99	64,01	1,6196
786	0786:11:39:56	196140933	2006-03-20 15.31.30	27,76	26,17	63,83	1,6205
787	0787:11:39:33	196229686	2006-03-21 16.10.42	28,23	26,35	63,65	1,6214
788	0788:11:39:11	196318439	2006-03-22 16.49.54	28,71	26,54	63,46	1,6223
789	0789:11:38:49	196407192	2006-03-23 17.29.08	29,18	26,72	63,28	1,6232
790	0790:11:38:27	196495944	2006-03-24 18.08.20	29,65	26,89	63,11	1,6241
791	0791:11:38:05	196584698	2006-03-25 18.47.33	30,12	27,07	62,93	1,6250
792	0792:11:37:43	196673451	2006-03-26 19.26.45	30,59	27,25	62,75	1,6259
793	0793:11:37:22	196762205	2006-03-27 20.05.58	31,06	27,43	62,57	1,6268
794	0794:11:36:59	196850958	2006-03-28 20.45.11	31,53	27,60	62,40	1,6276
795	0795:11:36:38	196939711	2006-03-29 21.24.24	32,00	27,78	62,22	1,6285
796	0796:11:36:16	197028464	2006-03-30 22.03.37	32,47	27,95	62,05	1,6293
797	0797:11:35:54	197117217	2006-03-31 22.42.49	32,94	28,12	61,88	1,6302
798	0798:11:35:32	197205971	2006-04-01 23.22.02	33,41	28,29	61,71	1,6310
799	0799:11:35:11	197294724	2006-04-03 00.01.15	33,88	28,46	61,54	1,6318
800	0800:11:34:49	197383477	2006-04-04 00.40.29	34,34	28,63	61,37	1,6326
801	0801:11:34:27	197472231	2006-04-05 01.19.41	34,81	28,80	61,20	1,6334
802	0802:11:34:05	197560984	2006-04-06 01.58.54	35,28	28,97	61,03	1,6342
803	0803:11:33:44	197649738	2006-04-07 02.38.07	35,74	29,14	60,86	1,6350
804	0804:11:33:23	197738491	2006-04-08 03.17.20	36,21	29,30	60,70	1,6357
805	0805:11:33:02	197827245	2006-04-09 03.56.35	36,67	29,47	60,53	1,6365
806	0806:11:32:41	197915999	2006-04-10 04.35.48	37,14	29,63	60,37	1,6373
807	0807:11:32:19	198004752	2006-04-11 05.15.01	37,60	29,79	60,21	1,6380
808	0808:11:31:58	198093506	2006-04-12 05.54.14	38,06	29,95	60,05	1,6388
809	0809:11:31:37	198182260	2006-04-13 06.33.29	38,53	30,11	59,89	1,6395
810	0810:11:31:16	198271014	2006-04-14 07.12.42	38,99	30,27	59,73	1,6402
811	0811:11:30:54	198359768	2006-04-15 07.51.55	39,45	30,43	59,57	1,6409
812	0812:11:30:34	198448522	2006-04-16 08.31.09	39,91	30,59	59,41	1,6416
813	0813:11:30:13	198537276	2006-04-17 09.10.23	40,38	30,74	59,26	1,6423
814	0814:11:29:52	198626032	2006-04-18 09.49.37	40,84	30,90	59,10	1,6430
815	0815:11:29:32	198714786	2006-04-19 10.28.51	41,30	31,05	58,95	1,6437
816	0816:11:29:11	198803540	2006-04-20 11.08.05	41,76	31,21	58,79	1,6443
817	0817:11:28:51	198892295	2006-04-21 11.47.19	42,22	31,36	58,64	1,6450
818	0818:11:28:30	198981050	2006-04-22 12.26.33	42,68	31,51	58,49	1,6456
819	0819:11:28:10	199069804	2006-04-23 13.05.48	43,14	31,66	58,34	1,6462
820	0820:11:27:50	199158559	2006-04-24 13.45.03	43,60	31,81	58,19	1,6469
821	0821:11:27:30	199247314	2006-04-25 14.24.17	44,05	31,95	58,05	1,6475
822	0822:11:27:09	199336069	2006-04-26 15.03.31	44,51	32,10	57,90	1,6481
823	0823:11:26:50	199424824	2006-04-27 15.42.47	44,97	32,25	57,75	1,6487
824	0824:11:26:29	199513579	2006-04-28 16.22.01	45,43	32,39	57,61	1,6493
825	0825:11:26:10	199602334	2006-04-29 17.01.16	45,88	32,53	57,47	1,6499
826	0826:11:25:51	199691091	2006-04-30 17.40.31	46,34	32,67	57,33	1,6504
827	0827:11:25:31	199779846	2006-05-01 18.19.47	46,80	32,81	57,19	1,6510
828	0828:11:25:12	199868602	2006-05-02 18.59.02	47,26	32,95	57,05	1,6515
829	0829:11:24:52	199957357	2006-05-03 19.38.17	47,71	33,09	56,91	1,6521
830	0830:11:24:33	200046113	2006-05-04 20.17.32	48,17	33,23	56,77	1,6526
831	0831:11:24:14	200134869	2006-05-05 20.56.49	48,62	33,36	56,64	1,6531
832	0832:11:23:55	200223625	2006-05-06 21.36.04	49,08	33,50	56,50	1,6536
833	0833:11:23:35	200312381	2006-05-07 22.15.19	49,53	33,63	56,37	1,6541
834	0834:11:23:17	200401137	2006-05-08 22.54.36	49,99	33,77	56,23	1,6546
835	0835:11:22:58	200489895	2006-05-09 23.33.52	50,44	33,90	56,10	1,6551
836	0836:11:22:40	200578651	2006-05-11 00.13.08	50,90	34,03	55,97	1,6556
837	0837:11:22:22	200667407	2006-05-12 00.52.24	51,35	34,15	55,85	1,6560
838	0838:11:22:03	200756164	2006-05-13 01.31.41	51,80	34,28	55,72	1,6565
839	0839:11:21:45	200844921	2006-05-14 02.10.57	52,26	34,41	55,59	1,6569
840	0840:11:21:26	200933678	2006-05-15 02.50.13	52,71	34,53	55,47	1,6573
841	0841:11:21:09	201022435	2006-05-16 03.29.31	53,16	34,66	55,34	1,6577
842	0842:11:20:50	201111192	2006-05-17 04.08.47	53,62	34,78	55,22	1,6582
843	0843:11:20:33	201199950	2006-05-18 04.48.04	54,07	34,90	55,10	1,6586
844	0844:11:20:15	201288761	2006-05-19 05.27.21	54,52	35,02	54,98	1,6589
845	0845:11:19:58	201377520	2006-05-20 06.06.39	54,97	35,14	54,86	1,6593
846	0846:11:19:40	201466277	2006-05-21 06.45.56	55,42	35,25	54,75	1,6597
847	0847:11:19:23	201555036	2006-05-22 07.25.13	55,88	35,37	54,63	1,6600
848	0848:11:19:06	201643795	2006-05-23 08.04.31	56,33	35,48	54,52	1,6604
849	0849:11:18:49	201732554	2006-05-24 08.43.49	56,78	35,60	54,40	1,6607
850	0850:11:18:32	201821312	2006-05-25 09.23.06	57,23	35,71	54,29	1,6611
851	0851:11:18:15	201910071	2006-05-26 10.02.25	57,68	35,82	54,18	1,6614
852	0852:11:17:59	201998830	2006-05-27 10.41.43	58,13	35,93	54,07	1,6617
853	0853:11:17:41	202087590	2006-05-28 11.21.00	58,58	36,04	53,96	1,6620
854	0854:11:17:25	202176348	2006-05-29 12.00.19	59,03	36,14	53,86	1,6623
855	0855:11:17:09	202265108	2006-05-30 12.39.38	59,48	36,25	53,75	1,6625
856	0856:11:16:53	202353868	2006-05-31 13.18.56	59,93	36,35	53,65	1,6628
857	0857:11:16:36	202442628	2006-06-01 13.58.15	60,38	36,46	53,54	1,6631
858	0858:11:16:21	202531388	2006-06-02 14.37.34	60,83	36,56	53,44	1,6633
859	0859:11:16:05	202620147	2006-06-03 15.16.52	61,28	36,66	53,34	1,6635
860	0860:11:15:49	202708907	2006-06-04 15.56.12	61,73	36,76	53,24	1,6638
861	0861:11:15:34	202797668	2006-06-05 16.35.31	62,18	36,85	53,15	1,6640
862	0862:11:15:18	202886429	2006-06-06 17.14.51	62,63	36,95	53,05	1,6642
863	0863:11:15:03	202975189	2006-06-07 17.54.10	63,08	37,04	52,96	1,6644
864	0864:11:14:48	203063949	2006-06-08 18.33.30	63,53	37,14	52,86	1,6645
865	0865:11:14:33	203152710	2006-06-09 19.12.50	63,98	37,23	52,77	1,6647
866	0866:11:14:17	203241471	2006-06-10 19.52.09	64,43	37,32	52,68	1,6649
867	0867:11:14:03	203330232	2006-06-11 20.31.29	64,88	37,41	52,59	1,6650
868	0868:11:13:49	203418994	2006-06-12 21.10.50	65,32	37,49	52,51	1,6652
869	0869:11:13:34	203507755	2006-06-13 21.50.10	65,77	37,58	52,42	1,6653
870	0870:11:13:20	203596516	2006-06-14 22.29.31	66,22	37,66	52,34	1,6654
871	0871:11:13:05	203685277	2006-06-15 23.08.51	66,67	37,75	52,25	1,6655
872	0872:11:12:51	203774039	2006-06-16 23.48.11	67,12	37,83	52,17	1,6656
873	0873:11:12:37	203862801	2006-06-18 00.27.33	67,57	37,91	52,09	1,6657
874	0874:11:12:23	203951563	2006-06-19 01.06.53	68,01	37,99	52,01	1,6658
875	0875:11:12:09	204040326	2006-06-20 01.46.15	68,46	38,06	51,94	1,6659
876	0876:11:11:56	204129087	2006-06-21 02.25.36	68,91	38,14	51,86	1,6659
877	0877:11:11:42	204217849	2006-06-22 03.04.57	69,36	38,21	51,79	1,6660
878	0878:11:11:29	204306612	2006-06-23 03.44.19	69,81	38,29	51,71	1,6660
879	0879:11:11:16	204395375	2006-06-24 04.23.40	70,26	38,36	51,64	1,6660
880	0880:11:11:02	204484137	2006-06-25 05.03.02	70,71	38,43	51,57	1,6660
881	0881:11:10:50	204572900	2006-06-26 05.42.24	71,15	38,49	51,51	1,6660
882	0882:11:10:36	204661663	2006-06-27 06.21.46	71,60	38,56	51,44	1,6660
883	0883:11:10:24	204750427	2006-06-28 07.01.08	72,05	38,63	51,37	1,6660
884	0884:11:10:11	204839189	2006-06-29 07.40.31	72,50	38,69	51,31	1,6660
885	0885:11:09:58	204927952	2006-06-30 08.19.52	72,95	38,75	51,25	1,6659
886	0886:11:09:45	205016716	2006-07-01 08.59.14	73,40	38,81	51,19	1,6659
887	0887:11:09:34	205105480	2006-07-02 09.38.38	73,84	38,87	51,13	1,6658
888	0888:11:09:21	205194243	2006-07-03 10.18.00	74,29	38,93	51,07	1,6658
889	0889:11:09:09	205283007	2006-07-04 10.57.23	74,74	38,98	51,02	1,6657
890	0890:11:08:58	205371771	2006-07-05 11.36.46	75,19	39,04	50,96	1,6656
891	0891:11:08:45	205460535	2006-07-06 12.16.09	75,64	39,09	50,91	1,6655
892	0892:11:08:34	205549300	2006-07-07 12.55.32	76,09	39,14	50,86	1,6654
893	0893:11:08:22	205638063	2006-07-08 13.34.56	76,54	39,19	50,81	1,6652
894	0894:11:08:11	205726827	2006-07-09 14.14.19	76,98	39,24	50,76	1,6651
895	0895:11:07:59	205815592	2006-07-10 14.53.43	77,43	39,29	50,71	1,6650
896	0896:11:07:48	205904357	2006-07-11 15.33.06	77,88	39,33	50,67	1,6648
897	0897:11:07:36	205993121	2006-07-12 16.12.30	78,33	39,37	50,63	1,6647
898	0898:11:07:25	206081886	2006-07-13 16.51.53	78,78	39,42	50,58	1,6645
899	0899:11:07:15	206170651	2006-07-14 17.31.18	79,23	39,46	50,54	1,6643
900	0900:11:07:03	206259416	2006-07-15 18.10.41	79,68	39,50	50,50	1,6641
901	0901:11:06:53	206348182	2006-07-16 18.50.06	80,13	39,53	50,47	1,6639
902	0902:11:06:42	206436947	2006-07-17 19.29.30	80,58	39,57	50,43	1,6637
903	0903:11:06:31	206525712	2006-07-18 20.08.53	81,03	39,60	50,40	1,6634
904	0904:11:06:20	206614478	2006-07-19 20.48.18	81,48	39,63	50,37	1,6632
905	0905:11:06:10	206703243	2006-07-20 21.27.43	81,93	39,66	50,34	1,6630
906	0906:11:06:00	206792009	2006-07-21 22.07.08	82,38	39,69	50,31	1,6627
907	0907:11:05:50	206880775	2006-07-22 22.46.33	82,83	39,72	50,28	1,6624
908	0908:11:05:39	206969553	2006-07-23 23.25.57	83,28	39,75	50,25	1,6622
909	0909:11:05:29	207058319	2006-07-25 00.05.22	83,73	39,77	50,23	1,6619
910	0910:11:05:20	207147085	2006-07-26 00.44.47	84,18	39,79	50,21	1,6616
911	0911:11:05:09	207235851	2006-07-27 01.24.12	84,63	39,81	50,19	1,6613
912	0912:11:05:00	207324617	2006-07-28 02.03.37	85,08	39,83	50,17	1,6609
913	0913:11:04:50	207413384	2006-07-29 02.43.03	85,53	39,85	50,15	1,6606
914	0914:11:04:41	207502150	2006-07-30 03.22.28	85,98	39,86	50,14	1,6603
915	0915:11:04:31	207590917	2006-07-31 04.01.54	86,43	39,88	50,12	1,6599
916	0916:11:04:21	207679683	2006-08-01 04.41.18	86,89	39,89	50,11	1,6596
917	0917:11:04:12	207768450	2006-08-02 05.20.45	87,34	39,90	50,10	1,6592
918	0918:11:04:03	207857217	2006-08-03 06.00.10	87,79	39,91	50,09	1,6588
919	0919:11:03:53	207945984	2006-08-04 06.39.36	88,24	39,92	50,08	1,6584
920	0920:11:03:44	208034751	2006-08-05 07.19.01	88,70	39,92	50,08	1,6580
921	0921:11:03:35	208123518	2006-08-06 07.58.27	89,15	39,93	50,07	1,6576
